;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Modern;33;403;120;422;[1349, 1358, 1386];0.8569;412.5;;1;603.6768424010439;3;0.2856;16.2256;16.8219;16.52
1;1;uses;139;408;195;422;[1348, 1385];0.5659;415.0;2.5;1;529.6460799923801;2;0.283;14.434;15.8362;15.14
2;2;of;214;404;240;422;[1350];0.2588;413.0;2.0;1;485.3704915333181;1;0.2588;17.2525;16.4263;16.84
3;3;Sodium;259;403;346;422;[1359, 1387];0.437;412.5;0.5;1;381.7470016271179;2;0.2185;16.2722;16.9251;16.6
4;4;Nitrate;364;403;465;422;[1351, 1360, 1361, 1384, 1388];1.8601;412.5;0.0;1;267.64198858044443;5;0.372;16.6401;16.5248;16.58
5;5;include;485;403;585;422;[1352, 1389];0.6631;412.5;0.0;1;159.97192894784612;2;0.3315;17.4479;16.4991;16.97
6;6;fertilisers,,;605;403;776;425;[1353, 1390];0.4692;414.0;1.5;1;87.60714285714289;2;0.2346;11.681;12.2158;11.95
7;7;food;800;403;855;422;[1354, 1391, 1392];1.4553;412.5;1.5;1;122.98579613636156;3;0.4851;17.004;16.0224;16.51
8;8;additives,,;874;403;1016;425;[1355, 1393];1.6177;414.0;1.5;1;179.9299307901601;2;0.8088;18.6203;17.8605;18.24
9;9;refrigerators;1042;403;1230;427;[1356, 1357, 1394];0.7441;415.0;1.0;1;336.2419501233051;3;0.248;16.9196;16.3248;16.62
10;10;&;70;503;83;521;[];0.0;512.0;97.0;2;633.8384000000001;0;;;;
11;11;potentially;101;502;263;526;[1395, 1416];0.7112;514.0;2.0;2;453.8384000000001;2;0.3556;15.5587;15.8672;15.71
12;12;used;281;502;337;521;[1362, 1396, 1415];1.0032;511.5;2.5;2;379.8384000000001;3;0.3344;15.9028;16.2426;16.07
13;13;as;356;507;382;521;[1417];0.4043;514.0;2.5;2;334.8384000000001;1;0.4043;14.7857;15.0857;14.94
14;14;an;401;507;427;521;[1363, 1397, 1410];0.906;514.0;0.0;2;289.8384000000001;3;0.302;16.1097;15.9527;16.03
15;15;explosive,.;446;502;588;526;[1398, 1401, 1409, 1411, 1418];1.585;514.0;0.0;2;128.8384000000001;5;0.317;15.8136;15.2307;15.52
16;16;Unfortunately;611;502;803;526;[1364, 1365, 1399, 1400, 1402, 1403, 1404, 1405, 1412, 1419];4.2708;514.0;0.0;2;0.0;10;0.4271;16.4923;16.0848;16.29
17;17;I;822;503;831;521;[];0.0;512.0;2.0;2;105.16159999999991;0;;;;
18;18;do;851;502;877;521;[1366];0.3235;511.5;0.5;2;134.1615999999999;1;0.3235;16.9446;15.5292;16.24
19;19;not;896;504;937;521;[1414];0.0483;512.5;1.0;2;179.1615999999999;1;0.0483;15.3878;12.8627;14.13
20;20;know;957;502;1014;521;[1367, 1413];0.55;511.5;1.0;2;240.1615999999999;2;0.275;17.3971;16.3194;16.86
21;21;how;1031;502;1074;521;[1368];0.4045;511.5;0.0;2;314.1615999999999;1;0.4045;16.8546;16.3128;16.58
22;22;to;1091;504;1117;521;[];0.0;512.5;1.0;2;374.1615999999999;0;;;;
23;23;make;1135;502;1192;521;[];0.0;511.5;1.0;2;418.1615999999999;0;;;;
24;24;Sodium;454;601;541;620;[1369, 1372, 1373];1.5688;610.5;99.0;3;196.8055896270164;3;0.5229;15.4426;15.9142;15.68
25;25;Nitrate;559;601;660;620;[1370, 1371, 1374];1.3096;610.5;0.0;3;105.08996578378716;3;0.4365;15.8245;15.9499;15.89
26;26;out;679;603;720;620;[1375, 1383];0.6311;611.5;1.0;3;90.39285714285711;2;0.3155;16.0331;16.5365;16.28
27;27;of;739;602;765;620;[1376, 1377, 1378, 1379, 1381, 1406];3.332;611.0;0.5;3;92.09896537270794;6;0.5553;15.6805;15.7163;15.7
28;28;3M.;784;602;821;620;[1380, 1382, 1407, 1408];3.2024;611.0;0.0;3;111.81128486303717;4;0.8006;14.4405;16.0234;15.23
