;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;The;33;304;75;323;[3352];0.2424;313.5;;1;717.5876105514376;1;0.2424;18.7041;18.9923;18.85
1;1;Super;94;305;165;328;[3345];0.2266;316.5;3.0;1;640.4007317429623;1;0.2266;13.8748;14.5022;14.19
2;2;Bowl;184;304;239;323;[3346, 3353];0.6145;313.5;3.0;1;585.6778292004245;2;0.3073;16.9847;16.7416;16.86
3;3;played;259;304;345;328;[3354];0.2588;316.0;2.5;1;506.6631950486651;1;0.2588;17.2661;16.7121;16.99
4;4;in;365;304;390;323;[3347];0.2747;313.5;2.5;1;481.9723506768014;1;0.2747;16.4048;15.405;15.9
5;5;1987;409;305;465;323;[3355];0.2588;314.0;0.5;1;440.7418596150377;1;0.2588;17.5968;17.6023;17.6
6;6;is;485;304;510;323;[3348];0.2424;313.5;0.5;1;420.5080389444673;1;0.2424;17.2487;16.8522;17.05
7;7;commonly;529;304;646;328;[3349, 3356];0.469;316.0;2.5;1;380.7367862669979;2;0.2345;17.4356;16.8881;17.16
8;8;known;665;304;735;323;[3357];0.2261;313.5;2.5;1;384.11296000000004;1;0.2261;17.2925;16.8459;17.07
9;9;as;754;309;780;323;[3350];0.291;316.0;2.5;1;390.9646117194261;1;0.291;18.2685;17.4863;17.88
10;10;Super;799;305;870;328;[3358];0.3721;316.5;0.5;1;397.0148889108841;1;0.3721;16.2941;15.3441;15.82
11;11;Bowl;889;304;944;323;[];0.0;313.5;3.0;1;436.75416382322175;0;;;;
12;12;XXI,.;963;305;1016;323;[3351, 3359];0.6636;314.0;0.5;1;476.44043952725264;2;0.3318;18.0485;17.452;17.75
13;13;It;1040;305;1065;323;[];0.0;314.0;0.0;1;525.6738787660289;0;;;;
14;14;was;1082;309;1125;323;[3360];0.3396;316.0;2.0;1;555.1958296105273;1;0.3396;17.7564;15.0182;16.39
