;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;There;33;453;105;472;[];0.0;462.5;;1;803.4840520934355;0;;;;
1;1;are;124;458;165;472;[1832];0.3235;465.0;2.5;1;743.9532014639674;1;0.3235;13.5427;12.7958;13.17
2;2;many;183;458;240;477;[];0.0;467.5;2.5;1;668.9552340541828;0;;;;
3;3;important;260;453;390;477;[1833];0.2266;465.0;2.5;1;520.7691092686724;1;0.2266;16.1246;16.1458;16.14
4;4;elements;409;453;525;472;[1834];0.2913;462.5;2.5;1;389.80101329843467;1;0.2913;16.665;16.1933;16.43
5;5;in;545;453;570;472;[];0.0;462.5;0.0;1;346.38077020597785;0;;;;
6;6;building;589;453;706;477;[1835];0.178;465.0;2.5;1;216.90962073750077;1;0.178;15.0488;7.7598;11.4
7;7;an;724;458;750;472;[];0.0;465.0;0.0;1;180.6069488377632;0;;;;
8;8;AI;768;454;794;472;[];0.0;463.0;2.0;1;145.32727056023043;0;;;;
9;9;chatbot,.;814;453;926;472;[1836];0.4045;462.5;0.5;1;96.49408000000005;1;0.4045;19.1627;17.6592;18.41
10;10;If;950;454;975;472;[];0.0;463.0;0.5;1;107.47720673931941;0;;;;
11;11;I;995;454;1004;472;[];0.0;463.0;0.0;1;133.55207961123782;0;;;;
12;12;were;1022;458;1080;472;[1837, 1838];0.6628;465.0;2.0;1;153.4634900179401;2;0.3314;15.8605;15.1248;15.49
13;13;to;1099;454;1125;472;[];0.0;463.0;2.0;1;218.76253694014065;0;;;;
14;14;choose;1144;453;1230;472;[];0.0;462.5;0.5;1;259.907398064169;0;;;;
15;15;one,,;109;557;161;574;[];0.0;565.5;103.0;2;741.6688;0;;;;
16;16;it;185;552;210;571;[];0.0;561.5;4.0;2;692.6688;0;;;;
17;17;would;227;552;300;571;[1839];0.4851;561.5;0.0;2;602.6688;1;0.4851;16.5352;16.7619;16.65
18;18;be;319;552;345;571;[];0.0;561.5;0.0;2;557.6688;0;;;;
19;19;the;364;552;405;571;[1840];0.3882;561.5;0.0;2;497.66880000000003;1;0.3882;16.1657;16.8866;16.53
20;20;cultivation;424;552;585;571;[1841];0.4856;561.5;0.0;2;317.66880000000003;1;0.4856;16.8485;17.3447;17.1
21;21;of;604;553;630;571;[];0.0;562.0;0.5;2;272.66880000000003;0;;;;
22;22;a;649;557;660;571;[];0.0;564.0;2.0;2;242.66880000000003;0;;;;
23;23;beneficial;679;552;824;571;[1842];0.5015;561.5;2.5;2;78.66880000000003;1;0.5015;17.9052;14.9398;16.42
24;24;and;844;552;885;571;[];0.0;561.5;0.0;2;17.668800000000033;0;;;;
25;25;ethical;904;552;1004;571;[1843, 1844, 1845, 1848];1.3428;561.5;0.0;2;1.331199999999967;4;0.3357;16.469;16.3469;16.41
26;26;alignment,.;1024;552;1166;576;[1846, 1847];0.5986;564.0;2.5;2;121.33119999999997;2;0.2993;13.6108;15.8757;14.74
