;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;I;65;454;74;472;[];0.0;463.0;;1;420.0564684020472;0;;;;
1;1;would;92;453;165;472;[1067];0.3401;462.5;0.5;1;329.7713071909077;1;0.3401;17.1473;17.4818;17.31
2;2;be;184;453;210;472;[1066];0.2102;462.5;0.0;1;285.29269714873533;1;0.2102;14.4745;14.9364;14.71
3;3;happy;229;453;300;477;[1068];0.2588;465.0;2.5;1;195.92601421557072;1;0.2588;17.997;17.7184;17.86
4;4;to;319;454;345;472;[];0.0;463.0;2.0;1;153.6891246848651;0;;;;
5;5;help;364;453;421;477;[1069];0.2915;465.0;2.0;1;81.8080280070361;1;0.2915;18.5473;17.963;18.26
6;6;you;439;458;480;477;[];0.0;467.5;2.5;1;43.10725050847012;0;;;;
7;7;create;499;454;585;472;[1070];0.2747;463.0;4.5;1;47.15884483742149;1;0.2747;17.132;16.0946;16.61
8;8;multiple;603;453;720;477;[1071];0.2749;465.0;2.0;1;119.02062949925944;1;0.2749;17.1958;16.5557;16.88
9;9;choice;739;453;825;472;[1072, 1083];0.5173;462.5;2.5;1;251.87086502094675;2;0.2587;17.0482;14.5116;15.78
10;10;questions;843;453;975;477;[1073];0.2749;465.0;2.5;1;353.97865224671386;1;0.2749;17.1516;16.6472;16.9
11;11;from;995;454;1051;472;[];0.0;463.0;2.0;1;505.67865986849785;0;;;;
12;12;the;1069;453;1110;472;[1074];0.259;462.5;0.5;1;579.4044568748154;1;0.259;18.4459;16.8527;17.65
13;13;given;1128;453;1200;477;[];0.0;465.0;2.5;1;637.8860950407995;0;;;;
14;14;notes,.;274;553;356;571;[1075];0.4531;562.0;97.0;2;139.77964889925863;1;0.4531;15.6261;15.2759;15.45
15;15;Please;379;552;465;571;[];0.0;561.5;0.5;2;42.652773021223425;0;;;;
16;16;provide;484;552;585;576;[1076, 1084];0.8738;564.0;2.5;2;33.44640000000004;2;0.4369;15.9779;16.1706;16.07
17;17;me;603;557;630;571;[1077];0.3882;564.0;0.0;2;117.97175190019004;1;0.3882;15.887;15.5131;15.7
18;18;with;647;552;705;571;[1079, 1080];0.7119;561.5;2.5;2;159.0868185815531;2;0.356;16.2949;16.5754;16.44
19;19;the;724;552;765;571;[1078];0.356;561.5;0.0;2;234.92428705095602;1;0.356;16.3878;16.4008;16.39
20;20;notes;784;553;855;571;[1081];0.2427;562.0;0.5;2;294.5523000188591;1;0.2427;16.2276;15.5539;15.89
21;21;you;874;557;915;576;[1082];0.2749;566.5;4.5;2;384.458378301735;1;0.2749;16.4372;16.2998;16.37
22;22;have,.;934;552;1001;571;[];0.0;561.5;5.0;2;443.7933355137276;0;;;;
