;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Sure,,;34;107;101;128;[];0.0;117.5;;1;1050.19572162256;0;;;;
1;1;I;125;107;134;125;[];0.0;116.0;1.5;1;1030.7538508656319;0;;;;
2;2;can;154;111;195;125;[3067];0.4531;118.0;2.0;1;992.3256136341183;1;0.4531;17.944;18.4523;18.2
3;3;help;214;106;271;130;[];0.0;118.0;0.0;1;943.6282574585871;0;;;;
4;4;you;289;111;330;130;[];0.0;120.5;2.5;1;911.749896558442;0;;;;
5;5;practice;349;106;465;130;[3068];0.2752;118.0;2.5;1;849.7898904284103;1;0.2752;16.6378;14.4401;15.54
6;6;your;484;111;540;130;[];0.0;120.5;2.5;1;822.9560971730689;0;;;;
7;7;interview;560;106;692;125;[3069, 3070];0.4529;115.5;5.0;1;792.8548216882643;2;0.2264;19.1107;17.2077;18.16
8;8;skills,.;710;106;806;125;[3071];0.2266;115.5;0.0;1;785.22336;1;0.2266;17.3481;16.5368;16.94
9;9;Here;829;107;885;125;[3072];0.3076;116.0;0.5;1;785.6963720638714;1;0.3076;17.3136;17.4306;17.37
10;10;are;904;111;945;125;[3073];0.2424;118.0;2.0;1;791.8539442816013;1;0.2424;20.1461;19.6297;19.89
11;11;ten;964;108;1005;125;[];0.0;116.5;1.5;1;801.8128042594041;0;;;;
12;12;questions;1024;106;1155;130;[3074];0.2588;118.0;1.5;1;811.2629927923062;1;0.2588;18.5352;19.6998;19.12
13;13;that;1174;106;1230;125;[];0.0;115.5;2.5;1;868.995188176741;0;;;;
14;14;you;86;210;127;229;[];0.0;219.5;104.0;2;958.8224097268115;0;;;;
15;15;might;145;205;217;229;[3076];0.291;217.0;2.5;2;897.7678259964151;1;0.291;21.0784;21.4828;21.28
16;16;be;236;205;262;224;[3075];0.2588;214.5;2.5;2;873.0536243520953;1;0.2588;16.2933;17.0501;16.67
17;17;asked;281;205;352;224;[];0.0;214.5;0.0;2;820.4689433454075;0;;;;
18;18;during;371;205;458;229;[3077];0.2107;217.0;2.5;2;763.0353882975085;1;0.2107;18.9923;18.4982;18.75
