;number;text;x1;y1;x2;y2;fixations;fix_duration;y;diff_y;line;distance;fix_number;fix_duration_avg;pupil_l;pupil_r;pupil
0;0;Yes,,;25;256;79;277;[741];0.3882;266.5;;1;1644.3933812952394;1;0.3882;17.5664;16.6537;17.11
1;1;there;102;255;173;274;[733, 742];0.5662;264.5;2.0;1;1624.9117514891664;2;0.2831;18.9822;19.1358;19.06
2;2;are;192;260;233;274;[734, 743];0.4204;267.0;2.5;1;1613.3339865407877;2;0.2102;19.034;19.2306;19.13
3;3;some;252;260;308;274;[735];0.291;267.0;0.0;1;1601.907298231577;1;0.291;18.805;18.3486;18.58
4;4;errors;326;260;412;274;[];0.0;267.0;0.0;1;1591.784366340991;0;;;;
5;5;in;432;255;457;274;[744];0.3882;264.5;2.5;1;1589.4948043097186;1;0.3882;24.5852;25.8674;25.23
6;6;the;477;255;518;274;[732, 736];0.4199;264.5;0.0;1;1588.42048;2;0.21;16.8467;16.5426;16.69
7;7;code,.;537;255;604;274;[];0.0;264.5;0.0;1;1588.5669230245198;0;;;;
8;8;Firstly,,;627;255;739;279;[737, 745];0.3235;267.0;2.5;1;1587.3462735419737;2;0.1617;21.013;21.5645;21.29
9;9;the;762;255;803;274;[];0.0;264.5;2.5;1;1607.4439924699059;0;;;;
10;10;parameter;821;256;953;279;[738, 746];0.6467;267.5;3.0;1;1612.6354817278425;2;0.3234;18.3807;17.8562;18.12
11;11;',name,';976;256;1053;274;[739, 747];0.5989;265.0;2.5;1;1653.845209724172;2;0.2994;18.0084;16.4478;17.23
12;12;is;1077;255;1102;274;[740, 748];0.501;264.5;0.5;1;1684.767057170691;2;0.2505;18.6418;17.6516;18.15
13;13;declared;1121;255;1238;274;[];0.0;264.5;0.0;1;1699.939458253614;0;;;;
14;14;twice,.;32;354;114;373;[762];0.2427;363.5;99.0;2;1542.5691985410542;1;0.2427;20.1354;22.9924;21.56
15;15;This;135;354;192;373;[];0.0;363.5;0.0;2;1524.1327336841732;0;;;;
16;16;can;212;359;252;373;[763];0.5666;366.0;2.5;2;1512.5372530577852;1;0.5666;18.8447;18.7026;18.77
17;17;cause;272;359;343;373;[];0.0;366.0;0.0;2;1499.3684033911047;0;;;;
18;18;confusion;362;354;492;373;[];0.0;363.5;2.5;2;1489.6047629782843;0;;;;
19;19;in;512;354;537;373;[];0.0;363.5;0.0;2;1489.42048;0;;;;
20;20;the;557;354;598;373;[];0.0;363.5;0.0;2;1490.0004690897215;0;;;;
21;21;code;617;354;673;373;[];0.0;363.5;0.0;2;1492.8796836609406;0;;;;
22;22;and;692;354;733;373;[];0.0;363.5;0.0;2;1499.8500558014425;0;;;;
23;23;should;752;354;838;373;[];0.0;363.5;0.0;2;1508.0910257300752;0;;;;
24;24;be;857;354;883;373;[];0.0;363.5;0.0;2;1528.0848006205645;0;;;;
25;25;avoided,.;902;354;1014;373;[749];0.1291;363.5;0.0;2;1538.768800660967;1;0.1291;16.2431;17.5941;16.92
26;26;Secondly,,;1036;354;1164;378;[];0.0;366.0;2.5;2;1573.0533588812525;0;;;;
27;27;the;1187;354;1228;373;[];0.0;363.5;2.5;2;1633.8234586048734;0;;;;
28;28;""",.replace,(,),'";21;453;188;477;[750];0.3716;465.0;101.5;3;1423.5872201054597;1;0.3716;16.3253;16.4509;16.39
29;29;method;210;453;298;472;[751, 761];0.8733;462.5;2.5;3;1407.3184039326675;2;0.4366;17.9806;17.1394;17.56
30;30;should;317;453;403;472;[752, 760];0.5498;462.5;0.0;3;1394.9586753906333;2;0.2749;17.6143;16.6044;17.11
31;31;be;422;453;448;472;[];0.0;462.5;0.0;3;1392.0545858721168;0;;;;
32;32;assigned;467;453;583;477;[753];0.2588;465.0;2.5;3;1385.42048;1;0.2588;16.6604;15.6233;16.14
33;33;to;602;454;628;472;[];0.0;463.0;2.0;3;1393.112847851024;0;;;;
34;34;the;647;453;688;472;[754];0.4692;462.5;0.5;3;1396.6315444123372;1;0.4692;17.7023;16.9394;17.32
35;35;',name,';711;454;788;472;[755];0.3396;463.0;0.5;3;1404.1070399537175;1;0.3396;17.8926;16.8533;17.37
36;36;variable;811;453;928;472;[756, 759];0.5984;462.5;0.5;3;1421.4888320516593;2;0.2992;17.6778;16.3341;17.01
37;37;to;947;454;973;472;[];0.0;463.0;0.5;3;1455.8576272587889;0;;;;
38;38;store;992;454;1063;472;[757, 758];0.7436;463.0;0.0;3;1469.8257362175934;2;0.3718;18.4676;17.2941;17.88
39;39;the;1082;453;1123;472;[];0.0;462.5;0.5;3;1501.422732892902;0;;;;
40;40;result,.;1144;453;1239;472;[];0.0;462.5;0.0;3;1525.8993588200995;0;;;;
41;41;So;34;553;60;571;[];0.0;562.0;99.5;4;1369.37347185039;0;;;;
42;42;the;79;552;120;571;[];0.0;561.5;0.5;4;1350.6043304415955;0;;;;
43;43;code;139;552;195;571;[764, 765];0.728;561.5;0.0;4;1330.579759881981;2;0.364;17.7097;17.6716;17.69
44;44;should;215;552;300;571;[766];0.2913;561.5;0.0;4;1309.2658681137268;1;0.2913;16.2345;16.2752;16.25
45;45;look;319;552;375;571;[];0.0;561.5;0.0;4;1299.033314972172;0;;;;
46;46;like;394;552;450;571;[767];0.2913;561.5;0.0;4;1293.07694798399;1;0.2913;16.8174;17.3749;17.1
47;47;this,:;469;552;536;571;[];0.0;561.5;0.0;4;1291.42048;0;;;;
48;48;~,°,*java;562;552;660;576;[768];0.2429;564.0;2.5;4;1287.263135107811;1;0.2429;16.8617;17.7698;17.32
49;49;public;679;552;765;576;[769, 771, 780, 789, 812];1.7471;564.0;0.0;4;1296.7778010929976;5;0.3494;16.586;16.7818;16.68
50;50;int;785;552;825;571;[770, 772, 781];1.7312;561.5;2.5;4;1319.2553298765142;3;0.5771;15.7299;16.1497;15.94
51;51;test(String;844;552;1006;576;[773, 774, 776, 777, 782, 790, 791];2.1196;564.0;2.5;4;1327.7182055720975;7;0.3028;16.3209;16.6185;16.47
52;52;name,);1024;552;1093;576;[775];0.3235;564.0;0.0;4;1383.300650403805;1;0.3235;17.3562;18.177;17.77
53;53;{;1116;552;1123;576;[];0.0;564.0;0.0;4;1419.7047213444034;0;;;;
54;54;String;1144;552;1231;576;[];0.0;564.0;0.0;4;1431.774211741359;0;;;;
55;55;message;55;654;158;675;[783];0.1125;664.5;100.5;5;1240.0499534968703;1;0.1125;15.5709;16.9589;16.26
56;56;=;176;658;188;666;[];0.0;662.0;2.5;5;1240.4163139073873;0;;;;
57;57;""",Hello";208;651;293;670;[];0.0;660.5;1.5;5;1212.9888226886471;0;;;;
58;58;$,NAME$;311;651;398;671;[784];0.0808;661.0;0.5;5;1197.1936597758904;1;0.0808;12.9746;14.2377;13.61
59;59;how;417;651;459;670;[785];0.3237;660.5;0.5;5;1193.7549962901057;1;0.3237;14.211;6.2583;10.23
60;60;are;477;656;518;670;[786];0.4207;663.0;2.5;5;1192.42048;1;0.4207;15.9966;14.6797;15.34
61;61;you;536;656;577;675;[];0.0;665.5;2.5;5;1187.598629490448;0;;;;
62;62;"doing,?,"",;";596;651;709;675;[787, 808, 813];0.6631;663.0;2.5;5;1190.150770603284;3;0.221;16.3285;16.347;16.34
63;63;name;732;656;788;670;[788, 792, 796, 799];1.8276;663.0;0.0;5;1211.9278001463579;4;0.4569;17.2203;17.6233;17.42
64;64;=;806;658;818;666;[778];1.0352;662.0;1.0;5;1231.1996821830285;1;1.0352;17.0934;17.5403;17.32
65;65;"message.replace(""$NAME$,"",,";835;651;1204;675;[779, 793, 794, 795, 797, 798, 800, 801, 807];3.154;663.0;1.0;5;1229.6715519062764;9;0.3504;16.5486;16.4196;16.48
66;66;"name,),;";454;750;536;774;[802, 803, 815];1.0996;762.0;99.0;6;1088.42048;3;0.3665;11.277;14.4522;12.86
67;67;return;561;751;645;769;[804, 809];0.615;760.0;2.0;6;1094.3696516842883;2;0.3075;15.1557;15.4177;15.29
68;68;"name,;";664;755;731;772;[810, 814];0.7764;763.5;3.5;6;1100.4952290889728;2;0.3882;15.8482;13.5316;14.69
69;69;};756;750;763;774;[811];0.5337;762.0;1.5;6;1114.6895862649792;1;0.5337;16.3789;16.4183;16.4
70;70;~~;787;750;822;754;[805, 806];0.5503;752.0;10.0;6;1141.2037539929452;2;0.2751;16.5845;16.4108;16.5
