;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Oh,;210;398;240;422;[];0.0;0.0;0;;;410.0;;1;619.8714128705082;;;[]
1;1;I'm;249;398;276;417;[808];0.4692;0.4692;1;11.8633;12.5034;407.5;2.5;1;587.3216009088036;12.18;0.4692;[7.15967999999998]
2;2;so;285;403;304;418;[];0.0;0.0;0;;;410.5;3.0;1;560.6247305409207;;;[]
3;3;glad;312;398;348;422;[];0.0;0.0;0;;;410.0;0.5;1;518.062957268786;;;[]
4;4;you;356;403;387;422;[];0.0;0.0;0;;;412.5;2.5;1;481.9616388200206;;;[]
5;5;asked.;396;398;452;418;[807, 809];0.5339;0.1941;2;12.9551;13.7218;408.0;4.5;1;424.74091360979105;13.34;0.2669;[33.368960000000015, 37.14312255832028]
6;6;People;462;398;520;422;[810];0.3718;0.3718;1;12.3938;13.0953;410.0;2.0;1;363.38029733886236;12.74;0.3718;[23.72349259089815]
7;7;are;528;403;555;418;[];0.0;0.0;0;;;410.5;0.5;1;336.264763087184;;;[]
8;8;always;563;398;622;422;[811];0.3395;0.3395;1;12.0237;13.3089;410.0;0.5;1;281.3149219186213;12.67;0.3395;[29.55455999999998]
9;9;just;629;399;663;422;[815];0.194;0.194;1;12.8131;13.7059;410.5;0.5;1;252.45689472478267;13.26;0.194;[3.3296000000000276]
10;10;throwing;670;398;747;422;[812];0.0969;0.0969;1;11.3195;6.6698;410.0;0.5;1;206.58142533654862;8.99;0.0969;[13.890300771631974]
11;11;demands;756;398;837;418;[813];0.3559;0.3559;1;12.8313;13.0277;408.0;2.0;1;193.0208;12.93;0.3559;[4.1286400000000185]
12;12;at;845;400;861;418;[];0.0;0.0;0;;;409.0;1.0;1;193.57604938132198;;;[]
13;13;me;870;403;896;418;[];0.0;0.0;0;;;410.5;1.5;1;197.05138135542214;;;[]
