;ID;x;y;duration;pupil_r;pupil_l;word;word_number;distance
1861;1862;654.5920000000001;500.79744;0.66309;14.1623;12.2521;;;
1862;1863;359.19360000000006;290.73408;0.22595;12.5515;11.1873;However,;17.0;25.734080000000006
1863;1864;352.24320000000006;179.84512;0.38818;13.8947;12.0404;E(XY);2.0;21.699015969725426
1864;1865;463.5008;123.46368000000001;0.32312;12.9722;11.9122;E(X);4.0;12.53631999999999
1865;1866;550.528;123.75040000000001;0.25903;12.5835;12.5261;holds;6.0;12.249599999999987
1866;1867;604.2368;82.92352000000001;0.09717;13.4785;12.409;true;7.0;55.07647999999999
1867;1868;701.1968;77.95712;0.38782;14.3627;12.7653;when;9.0;58.04288
1868;1869;739.1616;48.568320000000014;0.27527;12.6524;11.0594;and;11.0;87.87727796297742
1869;1870;826.9824;61.45024000000001;0.29126;14.3455;13.0797;independent;14.0;75.85617856059979
1870;1871;954.176;42.07616000000001;0.30725;14.7538;13.7431;independent;14.0;93.977522293076
1871;1872;753.5744;69.35552000000001;0.19409;14.3759;14.251;and;11.0;66.64447999999999
1872;1873;260.00640000000004;292.352;0.2262;13.3326;12.1539;variables.;16.0;32.351999999999975
1873;1874;362.44480000000004;262.88128;0.32385;12.9866;11.7673;However,;17.0;0.0
1874;1875;464.23040000000003;261.18144;0.38831;14.0179;12.0127;comes;20.0;1.1814400000000091
1875;1876;549.2352000000001;175.42144000000002;0.24268;13.9903;11.8582;finding;22.0;65.63681627496565
1876;1877;680.3712;233.86112;0.33972;13.4388;11.2086;expected;24.0;7.13888
1877;1878;868.032;223.16032;0.30725;14.8928;13.1382;Y,;29.0;18.839679999999987
1878;1879;860.8896;181.80096;0.37219;12.4703;10.8989;independent;14.0;20.800960000000003
1879;1880;921.7024000000001;196.39296000000002;0.32373;12.6052;10.7986;independent;14.0;35.392960000000016
1880;1881;938.3808;161.38240000000002;0.35596;13.3677;12.0281;independent;14.0;0.3824000000000183
1881;1882;1033.1776;194.9696;0.29102;13.7208;12.0905;random;15.0;39.81837347155206
1882;1883;219.91680000000002;296.92928;0.25879;13.4152;12.2881;variables.;16.0;36.929280000000006
1883;1884;300.9152;350.52544;0.25891;13.1408;12.2618;However,;17.0;85.52544
1884;1885;425.728;356.01408000000004;0.27478;13.7225;11.7295;when;18.0;96.01408000000004
1885;1886;563.3792000000001;367.08352;0.40417;13.7684;11.4746;two;40.0;2.0835200000000214
1886;1887;668.6848;322.06848;0.29126;12.3003;10.702;variables;42.0;23.931519999999978
1887;1888;797.2608000000001;331.1104;0.2749;13.3461;11.4752;necessarily;45.0;14.907937644087427
1888;1889;893.6320000000001;341.07392;0.32385;13.3632;11.6882;necessarily;45.0;4.926080000000013
1889;1890;969.2288000000001;353.81248;0.42078;11.9588;8.7795;independent.;46.0;0.0
1890;1891;242.34240000000003;483.09248;0.50146;12.1907;11.3724;calculate;48.0;13.092480000000023
1891;1892;332.24960000000004;477.89056;0.42053;12.3534;11.0047;E(X+Y),;49.0;2.8905599999999936
1892;1893;401.58720000000005;460.51328;0.33948;12.3106;11.2716;we;50.0;0.0
1893;1894;532.6848;464.70144;0.29126;11.9327;10.5684;a;54.0;0.0
1894;1895;624.0896;468.736;0.27502;11.1594;9.3749;different;55.0;1.0896000000000186
1895;1896;720.4480000000001;452.05504;0.24219;10.9449;9.5378;approach.;56.0;3.4480000000000928
1896;1897;801.4848000000001;458.36288;0.30737;11.6615;9.5152;use;59.0;0.0
1897;1898;827.3919999999999;445.67552;0.56628;11.2639;9.7219;the;60.0;9.63321292562357
1898;1899;929.8176000000001;484.7104;0.32361;11.0758;10.0501;linearity;61.0;9.710399999999993
1899;1900;970.0864;465.5104;0.35596;11.5468;9.8264;property;62.0;0.0
1900;1901;913.9456;476.57984;0.29102;12.8396;11.5774;linearity;61.0;1.5798399999999901
1901;1902;237.97760000000005;580.5670399999999;0.50146;13.0648;10.8776;expected;64.0;0.5670399999999063
1902;1903;388.65920000000006;592.0153600000001;0.29089;11.5141;10.7945;which;66.0;17.0153600000001
1903;1904;538.9696;607.2832000000001;0.40417;11.4924;9.8538;E(aX;69.0;27.28320000000008
1904;1905;602.0224000000001;592.42496;0.61487;10.9592;10.0231;bY);71.0;13.788086624387034
1905;1906;668.0832;613.41696;0.22668;10.9433;9.3268;aE(X);73.0;33.41696000000002
1906;1907;723.3408;571.14624;0.42029;11.0606;10.2759;+;74.0;0.0
1907;1908;804.1472;547.4304;0.32397;11.1924;9.9499;where;76.0;7.569600000000037
1908;1909;933.0176;567.1628800000001;1.03516;10.5936;9.1697;are;80.0;2.982399999999984
1909;1910;1011.6224;587.2128;0.33984;10.8465;9.8617;constants.;81.0;12.212800000000016
1910;1911;433.536;655.0118400000001;0.21045;12.2296;12.2979;we;85.0;9.98815999999988
1911;1912;270.464;699.20768;0.33972;11.2623;10.6381;Using;82.0;14.207679999999982
1912;1913;322.4064;710.07232;0.40442;11.3869;10.4518;property,;84.0;26.845081321210394
1913;1914;437.83680000000004;709.1712;0.29126;10.6062;9.9367;we;85.0;29.1712
1914;1915;511.10400000000004;683.3152;0.51794;12.1248;10.4539;rewrite;87.0;3.3152000000000044
1915;1916;601.6256000000001;698.2553600000001;1.08374;12.4647;9.7148;as;89.0;18.564609990236892
