text;attention
Americans;1.8796436027689314e-08
go;1.9232160022921365e-08
to;1.8058243307230675e-08
school;1.896012831680825e-08
for;1.9491848249154445e-08
12;1.991702552162592e-08
years;2.055325127942169e-08
(grades).;3.926388908664506e-08
At;1.7714926882540588e-08
age;1.913109785732189e-08
6,;2.2486682748619577e-08
they;1.918588129351532e-08
start;2.1935834969920837e-08
primary;1.8423017863866444e-08
(or;1.9400039611629135e-08
elementary);1.8919205992910002e-08
school.;0.25094723325344337
After;1.8435569822742304e-08
this,;2.1828182750059415e-08
they;1.8743686011859565e-08
move;1.8683759865249433e-08
on;1.9278290689522408e-08
to;1.8602584841314367e-08
secondary;1.882791155403699e-08
school;1.8356933202424095e-08
which;1.8007641150493392e-08
consists;1.8995205205268404e-08
of;1.9056124032163405e-08
2;1.938014196919326e-08
programs.;0.267175609767952
The;2.194199797769645e-08
first;2.014989739744358e-08
program;2.0927039236937928e-08
is;2.2346851448572605e-08
middle;1.963208287725613e-08
school;1.7301517296691405e-08
(a.k.a.;2.370320055907674e-07
junior;1.7712780648254902e-08
high;1.9748614051618135e-08
school,;2.2755856676860705e-08
or;2.3648195497102365e-08
just;2.0625696330434942e-08
junior;1.7284008047385435e-08
high).;2.6121812002129378e-08
The;1.873740135873706e-08
second;1.7685582371836138e-08
program;1.8986868364181462e-08
is;1.834508264267237e-08
high;1.7529419978927808e-08
school.;0.2427078356714576
After;1.9575185553267754e-08
graduating;2.0223083080760712e-08
high;1.7301853745533758e-08
school;1.6578996055987635e-08
(12th;2.963934109157505e-08
grade),;2.8141945244807696e-08
a;1.7335759530721562e-08
diploma;1.8854083601186483e-08
is;1.8370852616943073e-08
granted;1.834912257298829e-08
and;1.858957900248171e-08
the;1.8731089505727363e-08
students;1.889014031111107e-08
can;2.0317066852369335e-08
move;1.834905941233012e-08
on;1.878853666525126e-08
to;1.9072830375212954e-08
higher;1.868590262929803e-08
education;1.8320385623343108e-08
as;2.0285027507125526e-08
either;2.2026362078014058e-08
college;1.777286979670175e-08
or;1.8181189799020813e-08
university.;0.2391675987793498
Does;2.252796094511083e-08
that;2.006266756815565e-08
explain;2.3990457579841227e-08
it;2.0943060700865958e-08
sufficiently?;2.4444977823154957e-08
