;number;text;x1;y1;x2;y2;fixations;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;y;diff_y;line;distance;pupil;fix_duration_avg;fix_distance
0;0;Sure,;218;294;264;317;[];0.0;0.0;0;;;305.5;;1;923.2616468236197;;;[]
1;1;here;274;293;312;313;[];0.0;0.0;0;;;303.0;2.5;1;881.6385984378533;;;[]
2;2;is;320;294;332;313;[];0.0;0.0;0;;;303.5;0.5;1;863.7431251566998;;;[]
3;3;the;340;293;368;313;[];0.0;0.0;0;;;303.0;0.5;1;831.772930946579;;;[]
4;4;code:;376;293;422;313;[];0.0;0.0;0;;;303.0;0.0;1;784.4725885940582;;;[]
5;5;function;432;293;503;313;[];0.0;0.0;0;;;303.0;0.0;1;715.3032871834592;;;[]
6;6;GetCurrentDate();512;293;668;318;[2922];0.2109;0.2109;1;10.7417;13.3028;305.5;2.5;1;580.5671756614064;12.02;0.2109;[28.15264000000002]
7;7;{;678;293;686;317;[];0.0;0.0;0;;;305.0;0.5;1;567.8886803727138;;;[]
8;8;const;695;295;741;313;[];0.0;0.0;0;;;304.0;1.0;1;531.7603330970281;;;[]
9;9;months;750;293;815;313;[2888, 2889, 2890, 2891];0.9066;0.2596;4;10.563;13.1053;303.0;1.0;1;484.4477819698036;11.83;0.2267;[14.53384208880774, 0.0, 0.0, 23.281600000000026]
10;10;=;824;301;835;308;[];0.0;0.0;0;;;304.5;1.5;1;476.9661462362527;;;[]
11;11;"[""January"",";845;293;944;318;[2892];0.2425;0.2425;1;10.5782;12.0519;305.5;1.0;1;416.1623287317851;11.32;0.2425;[34.942079999999976]
12;12;"""February"",";953;293;1054;318;[2893];0.42;0.42;1;10.3346;14.7726;305.5;0.0;1;387.7392266143089;12.55;0.42;[0.0]
13;13;"""March"",";239;398;313;422;[];0.0;0.0;0;;;410.0;104.5;2;838.2383687803024;;;[]
14;14;"""April"",";323;398;384;422;[2874, 2875, 2886];0.8246;0.21;3;10.7307;10.2041;410.0;0.0;2;771.7022283857048;10.47;0.2749;[16.49727999999999, 13.251199999999983, 28.723839999999996]
